topic_id,bias_id,topic,title,source,bias,desc.
70,2,George Floyd Protests- Left,The Crippling Blow for the Steele Dossier,New York Magazine, Left,"Christopher Steele, the former MI6 spy who compiled the notorious dossier during the 2016 campaign alleging ties between Donald Trump and Russia, made a..."
70,2,George Floyd Protests- Left,Right-wing media have spent a year trying to discredit the 2020 presidential election in promotion of the Big Lie,Media Matters, Left,"In the months leading up to the 2020 presidential election, former President Donald Trump and allied right-wing media figures worked..."
70,1,George Floyd Protests- Lean Left,"VIPs expect special treatment. At Wikipedia, don’t even ask.",Washington Post, Lean Left,"In the early afternoon of Jan. 7, only hours after addressing the “Stop the Steal” rally outside the White House that fed into the assault on the Capitol, John..."
71,1,Great Britain- Lean Left,Pfizer Will Allow Its Covid Pill to Be Made and Sold Cheaply in Poor Countries,New York Times (News), Lean Left,Pfizer announced a deal on Tuesday to allow its promising Covid-19 treatment to be made and sold inexpensively in 95 poorer nations that are home to more than...
71,2,Great Britain- Left,Here’s Why Experts Think Suicides Dropped During The Pandemic,BuzzFeed News, Left,"The suicide rates in the US have been on a steady climb for decades, inching up nearly every year since 1999. In 2020, however, rates and numbers dropped by 3..."
71,1,Great Britain- Lean Left,"Federal appeals court halts Biden administration’s vaccine requirement, delivering policy a major blow",Washington Post, Lean Left,"A federal appeals court in New Orleans has halted the Biden administration’s vaccine or testing requirement for private businesses, delivering another..."
71,1,Great Britain- Lean Left,What We Know So Far About Waning Vaccine Effectiveness,New York Times (News), Lean Left,"As tens of millions who are eligible in the United States consider signing up for a Covid-19 booster shot, a growing body of early global ..."
71,2,Great Britain- Left,What the end of the Covid-19 pandemic could look like,CNN (Online News), Left,"Covid-19 is here to stay.

It's highly unlikely that the United States, let alone the world, will be able to completely eliminate the coronavirus that causes..."
72,1,Gun Control and Gun Rights- Lean Left,"U.S. Retail Sales Jump by Most Since March, Topping Forecasts",Bloomberg, Lean Left,"U.S. retail sales rose in October for a third month, signaling households continue to spend even with the fastest inflation in decades. 

The value of..."
72,1,Gun Control and Gun Rights- Lean Left,"As supply lines strain, some corporations rewrite production playbook",Washington Post, Lean Left,"The pandemic caught Stanley Black & Decker midway through an overhaul of its 18-country supply chain.

Executives at the toolmaker’s New Britain, Conn.,..."
72,1,Gun Control and Gun Rights- Lean Left,"Federal appeals court halts Biden administration’s vaccine requirement, delivering policy a major blow",Washington Post, Lean Left,"A federal appeals court in New Orleans has halted the Biden administration’s vaccine or testing requirement for private businesses, delivering another..."
72,1,Gun Control and Gun Rights- Lean Left,CEO who threw chair inside Capitol on Jan. 6 gets jail time,Associated Press Politics & Fact Check, Lean Left,The former chief executive of a tech company in suburban Chicago who lost his job after he threw a chair inside the U.S. Capitol during the Jan. 6 riot was...
72,1,Gun Control and Gun Rights- Lean Left,A record number of Americans quit their jobs in September,CNN Business, Lean Left,A record 4.4 million Americans quit their jobs in September as the sheer volume of available jobs is empowering workers to have their pick....
73,1,Healthcare- Lean Left,"US sees unprecedented multiracial growth, decline in the white population for first time in history",USA TODAY, Lean Left,The United States experienced unprecedented multiracial population growth and a decline in the white population for the first time in the nation’s history...
73,2,Healthcare- Left,House candidates declare campaigns for districts that don't exist yet amid redistricting delays,CNN (Online News), Left,"Loretta Smith and Wesley Hunt are members of different parties, separated by both distance and policy.

And yet, Smith, an Oregon Democrat, and Hunt, a Texas..."
73,1,Healthcare- Lean Left,"No, the Census Bureau didn’t confirm a problem with the 2020 election results",PolitiFact, Lean Left,"The U.S. Census Bureau has been sucked into the swirl of misinformation surrounding the 2020 presidential election. 

""US Census Bureau confirms HUGE..."
73,1,Healthcare- Lean Left,Delayed census data kicks off flood of redistricting lawsuits,Politico, Lean Left,"States are months away from getting the census data they need to draw new political maps, but courts are already filling up with lawsuits challenging the..."
73,2,Healthcare- Left,The Supreme Court Knows Trump’s Nativist Census Scheme Is Unconstitutional,Slate, Left,"But the conservative justices might not intervene until it’s too late.

Three weeks before he leaves office, Donald Trump plans to punish states with large..."
74,2,History of Media Bias- Left,America's Only LGBTQ Historic District Is Falling Apart,Vice, Left,"One of North America’s first openly lesbian poets launched her career by pissing off H.P. Lovecraft.

In 1918, at the age of 19, Elsa Gidlow started..."
74,1,History of Media Bias- Lean Left,"More Americans understand LGBTQ people, but visibility has 'double-edged sword', GLAAD report says",USA TODAY, Lean Left,"More and more people are identifying as members of the LGBTQ community. Increased visibility educates non-LGBTQ people, but it also ..."
74,2,History of Media Bias- Left,Virginia governor election poised to cripple trans rights in America,MSNBC, Left,"On Tuesday, Virginia residents will go to the polls to elect state legislators and decide who will be the next occupant of the governor’s mansion. The race..."
74,2,History of Media Bias- Left,Netflix Employees Stage Dave Chappelle Walkout: ‘Lives Are at Stake’,Daily Beast, Left,"Netflix has a storm on its hands.

Hundreds of protesters stood in solidarity with the streaming giant’s employees, who staged a walkout on Wednesday morning..."
74,1,History of Media Bias- Lean Left,Opinion on the use of puberty blockers in America is turning,The Economist, Lean Left,"Worries about the use of puberty blockers, which are prescribed to some children to prevent the development of secondary sex characteristics (like breasts..."
75,2,Holidays- Left,Latest US military hypersonic test fails,CNN (Online News), Left,"The US suffered a setback in the race with China and Russia to develop hypersonic weapons when its latest test failed, the Pentagon said in a..."
75,1,Holidays- Lean Left,The big hole in Christopher Steele’s defense of himself,Washington Post, Lean Left,"It’s not really clear what the utility is of Christopher Steele speaking out now, long after his dossier of unverified claims about Donald Trump and Russia..."
75,2,Holidays- Left,US Empire Is Lining the Pockets of Defense Contractors,Jacobin, Left,The costs and consequences of the United States’s twenty-first-century wars have by now been well-documented — a staggering $8 trillion in expenditures and...
75,1,Holidays- Lean Left,Defense officials just debunked much of the criticism of Biden’s Afghanistan withdrawal,Jennifer Rubin, Lean Left,Testimony from Defense Secretary Lloyd Austin and Chairman of the Joint Chiefs of Staff Gen. Mark A. Milley before the Senate Armed...
75,2,Holidays- Left,The US military needs to do more than apologize for its deadly 'mistake' in Kabul,CNN (Opinion), Left,"On August 29, a US drone strike killed 10 members of one family in Kabul. That same day, the Pentagon announced that the operation successfully..."
76,2,Homeland Security- Left,"California And NYC Public Employees, As Well As VA Health Workers, Have New Vaccine Mandates",BuzzFeed News, Left,"In a bid to counter what some officials have described as a “pandemic of the unvaccinated,” the most populous US state, the country's largest city,..."
76,1,Homeland Security- Lean Left,Department of Veterans Affairs requiring all medical staff to get vaccinated,CBS News (Online), Lean Left,"The Department of Veterans Affairs is requiring all medical personnel to get vaccinated against COVID-19, the first federal agency-wide mandate of its kind...."
76,1,Homeland Security- Lean Left,'Do right by that sacrifice': Veterans serving in Congress have a Memorial Day message for Americans,USA TODAY, Lean Left,Memorial Day is a federal holiday that commemorates the lives of American troops who died in service to the country. While lawmakers across Washington...
76,2,Homeland Security- Left,Our Government Needs to Prioritize Veteran Wellbeing Over Endless War,The Nation, Left,"“I got out of the Marines and within a few years, 15 of my buddies had killed themselves,” one veteran rifleman who served two tours in both Afghanistan and..."
76,1,Homeland Security- Lean Left,Disabled Veteran Sentenced To Prison Time In Alabama For Legally-Obtained Cannabis,High Times, Lean Left,"At a time when America is trying to right its wrongs when it comes to the treatment of people of color and the war on drugs over the past few centuries, a..."
77,1,Housing and Homelessness- Lean Left,Biden signs bipartisan infrastructure bill with Republicans on hand to celebrate win,ABC News (Online), Lean Left,"After months of negotiations, a massive bipartisan infrastructure bill that promises significant investments in every pocket of the country got..."
77,2,Housing and Homelessness- Left,America's Only LGBTQ Historic District Is Falling Apart,Vice, Left,"One of North America’s first openly lesbian poets launched her career by pissing off H.P. Lovecraft.

In 1918, at the age of 19, Elsa Gidlow started..."
77,1,Housing and Homelessness- Lean Left,Column: Biden’s in deep trouble. He can still bounce back,Los Angeles Times, Lean Left,"When Joe Biden ran for president in 2020, he had all the advantages of a nonincumbent in a year when everything had gone wrong.

Biden waged a careful,..."
77,1,Housing and Homelessness- Lean Left,How These Ultrawealthy Politicians Avoided Paying Taxes,ProPublica, Lean Left,"As a member of Congress, Jared Polis was one of the loudest Democrats demanding President Donald Trump release his tax returns.

At a rally in Denver in 2017..."
77,2,Housing and Homelessness- Left,"As President Biden negotiates the final size and scope of the Build Back Better Act with fellow Democrats, Senator Joe Manchin of West Virginia has emerged as a major hurdle to his agenda. The conservative Democrat and his family would potentially profit ",Democracy Now, Left,"As President Biden negotiates the final size and scope of the Build Back Better Act with fellow Democrats, Senator Joe Manchin of West Virginia has emerged as..."
78,2,Humor and Satire- Left,How Disabled People Are Shut Out of Housing,Vice, Left,"Cal Grevers is 28, but feels like an “eternal teenager” – infantilised by barriers that block him from moving out of his parents’ home in Edinburgh. ..."
78,2,Humor and Satire- Left,Democrats have no plan to fight housing inflation,Vox, Left,"Inflation has taken center stage, and the White House desperately wants its signature bill to be the solution.

On Wednesday, the Bureau of Labor..."
78,1,Humor and Satire- Lean Left,Cities with empty offices see new room to expand housing,Politico, Lean Left,"To see how the Covid-19 pandemic has changed America’s downtowns, all you have to do is stand in the subway station at Times Square on a weekday..."
78,2,Humor and Satire- Left,Democrats Come To Grips With Building Back Smaller,HuffPost, Left,"Democrats have spent months trying to pass a multitrillion-dollar expansion of government programs designed to help families, lift people out of poverty,..."
78,1,Humor and Satire- Lean Left,"Ahead of the recall, Newsom lets a polarizing housing bill sit on his desk.",New York Times (News), Lean Left,"Sitting among the hundreds of unsigned bills on Gov. Gavin Newsom’s desk is a measure called Senate Bill 9, which would allow duplexes on..."
79,2,Immigration- Left,The Crippling Blow for the Steele Dossier,New York Magazine, Left,"Christopher Steele, the former MI6 spy who compiled the notorious dossier during the 2016 campaign alleging ties between Donald Trump and Russia, made a..."
79,2,Immigration- Left,Analyst Who Reported Trump’s ‘Pee Tape’ Rumor Was Just Arrested,Vice, Left,"Federal law enforcement have arrested Igor Danchenko, a Russian analyst who reported the infamous “pee tape” rumor involving President Donald Trump...."
79,2,Immigration- Left,Latest US military hypersonic test fails,CNN (Online News), Left,"The US suffered a setback in the race with China and Russia to develop hypersonic weapons when its latest test failed, the Pentagon said in a..."
79,1,Immigration- Lean Left,Russia allows methane leaks at planet’s peril,Washington Post, Lean Left,"On the morning of Friday, June 4, an underground gas pipeline running through the ancient state of Tatarstan sprang a leak. And not a small one.

In a..."
79,1,Immigration- Lean Left,FBI agents swarm Washington home of Russian oligarch Oleg Deripaska,NBC News (Online), Lean Left,"FBI agents on Tuesday swarmed the home of Russian oligarch Oleg Deripaska in Washington, D.C., an agency spokesperson confirmed to NBC News.

The reason for..."
80,2,Impeachment- Left,What Kyle Rittenhouse's tears reveal about America,CNN (Opinion), Left,"Despite last year's demonstrations supporting racial justice and substantive efforts at political reform, the system that devalues Black lives remains largely..."
80,2,Impeachment- Left,Judge In Kyle Rittenhouse Trial Called Out For Strange Joke About 'Asian Food',HuffPost, Left,"The judge presiding over the Kyle Rittenhouse murder trial in Kenosha, Wisconsin, made a joke Thursday that critics slammed as racially charged and..."
80,2,Impeachment- Left,"California law school, named for a man who funded the killing of Native Americans, moves to change its name",CNN (Online News), Left,"A San Francisco law school named for a man who orchestrated a massacre of Native Americans is moving to change its name.

The University of California..."
80,1,Impeachment- Lean Left,‘I Don’t Want to Die for It’: School Board Members Face Rising Threats,New York Times (News), Lean Left,"It was only days after Sami Al-Abdrabbuh was re-elected to the school board in Corvallis, Ore., that the text messages arrived.

The first, he said, was a..."
80,2,Impeachment- Left,Juror in Kyle Rittenhouse trial dismissed for telling joke about police shooting of Jacob Blake,CNN (Online News), Left,A juror was dismissed in Kyle Rittenhouse's homicide trial Thursday morning after he told a joke to a deputy earlier this week about the police...
81,2,Inequality- Left,The Crippling Blow for the Steele Dossier,New York Magazine, Left,"Christopher Steele, the former MI6 spy who compiled the notorious dossier during the 2016 campaign alleging ties between Donald Trump and Russia, made a..."
81,1,Inequality- Lean Left,Supreme Court weighs case involving FBI surveillance of Muslim community in California,CBS News (Online), Lean Left,"The Supreme Court on Monday grappled with whether to allow a case brought by three Muslim men against the FBI to proceed, with the men arguing the..."
81,2,Inequality- Left,Analyst Who Reported Trump’s ‘Pee Tape’ Rumor Was Just Arrested,Vice, Left,"Federal law enforcement have arrested Igor Danchenko, a Russian analyst who reported the infamous “pee tape” rumor involving President Donald Trump...."
81,1,Inequality- Lean Left,'We did not sic the FBI on parents': Attorney General Merrick Garland defends school memo,USA TODAY, Lean Left,"Attorney General Merrick Garland defended his memo about assisting local school officials against violence and threats of violence, as Senate..."
81,1,Inequality- Lean Left,"2020 saw highest number of reported hate crimes in two decades, updated FBI data shows",CBS News (Online), Lean Left,"The number of hate crimes reported in 2020 was the highest recorded in two decades, according to updated FBI data released Monday. The FBI..."
82,1,ISIS- Lean Left,South Carolina Republican introduces bill to decriminalize marijuana at federal level,NBC News (Online), Lean Left,"Rep. Nancy Mace, a first-term Republican from South Carolina, introduced a bill Monday to decriminalize cannabis at the federal level, which she..."
82,1,ISIS- Lean Left,Bannon Indicted on Contempt Charges Over House’s Capitol Riot Inquiry,New York Times (News), Lean Left,"Stephen K. Bannon, a onetime aide to former President Donald J. Trump, was indicted by a federal grand jury on Friday on two counts of contempt of..."
82,2,ISIS- Left,January 6 committee interested in at least 5 people from Pence's inner circle,CNN (Online News), Left,The House select committee investigating January 6 is interested in gathering information from at least five members of former Vice President Mike...
82,1,ISIS- Lean Left,"Jan. 6 committee subpoenas top Trump officials, allies who supported effort to overturn election",NBC News (Online), Lean Left,The House committee investigating the Jan. 6 attack on the Capitol issued a new batch of subpoenas on Monday to former Trump administration and re-...
82,1,ISIS- Lean Left,Republican wave builds to take back the House,Politico, Lean Left,"Republicans could hardly be better poised to recapture the House majority.

Increasingly aggressive redistricting, a diverse slate of candidates raking..."
83,2,Israel- Left,Biden Delays the Release of JFK Assassination Records,Mother Jones, Left,The Biden administration announced just before 9:30 pm on Friday night that it would once again delay the long-anticipated release of secret documents...
83,1,Israel- Lean Left,"Lawmakers pressure secretary of state to act on ""crisis"" posed by ""Havana syndrome"" as cases mount",CBS News (Online), Lean Left,"A bipartisan group of senators is urging Secretary of State Antony Blinken to take immediate action in response to proliferating reports of ""Havana Syndrome,""..."
83,2,Israel- Left,The Supreme Court confronts the CIA’s worst-kept secret,Vox, Left,"Can America’s legacy of torture be a “state secret” if it isn’t even a secret?

United States v. Zubaydah, which the Supreme Court will hear on Wednesday, is..."
83,1,Israel- Lean Left,"Kidnapping, assassination and a London shoot-out: Inside the CIA's secret war plans against WikiLeaks",Yahoo News, Lean Left,"In 2017, as Julian Assange began his fifth year holed up in Ecuador’s embassy in London, the CIA plotted to kidnap the WikiLeaks founder, spurring heated..."
83,2,Israel- Left,"Meet Mansoor Adayfi: I Was Kidnapped as a Teen, Sold to the CIA & Jailed at Guantánamo for 14 Years",Democracy Now, Left,"We speak with Mansoor Adayfi, a former Guantánamo Bay detainee who was held at the military prison for 14 years without charge, an ordeal he details in his new..."
84,2,Justice- Left,Kyle Rittenhouse Doesn’t Need to Be Acquitted to Win,Mother Jones, Left,"Kyle Rittenhouse was 17 when he killed two Black Lives Matter protesters in Kenosha, Wisconsin, and wounded another. Rittenhouse, who is now 18, has been..."
84,2,Justice- Left,First Lawsuits Filed After Travis Scott Concert Leaves 8 Dead,HuffPost, Left,"Attendees of Travis Scott’s Astroworld music festival sued the rapper and the event’s organizer, Live Nation, on Sunday, in what are expected to be the first..."
84,2,Justice- Left,America can’t fix policing without fixing the country’s gun problem,Vox, Left,"I started reporting this article with a simple question: What would it look like to build a better police department from the ground up?

Police in the US,..."
84,1,Justice- Lean Left,"More Americans understand LGBTQ people, but visibility has 'double-edged sword', GLAAD report says",USA TODAY, Lean Left,"More and more people are identifying as members of the LGBTQ community. Increased visibility educates non-LGBTQ people, but it also ..."
84,2,Justice- Left,One Small Town’s Big Battle Over Critical Race Theory,BuzzFeed News, Left,"Last year, after George Floyd’s murder by police, Kara Fikrig, a white 28-year-old working on her doctorate in entomology at Cornell University (“..."
85,1,Justice Department- Lean Left,"Move over, Matthew and Beto: is Texas ready for a Latina governor?",The Guardian, Lean Left,"One of my favorite tales from the vault of family lore involves a woman named Ignacia Jasso, who was better known as “La Nacha”. As the tale goes, in the..."
85,1,Justice Department- Lean Left,The new Latino landscape,NBC News (Online), Lean Left,"In New Hampshire, a Roman Catholic church where Irish and French Canadian immigrants used to worship now has the state’s largest Latino congregation. In the..."
85,1,Justice Department- Lean Left,"US sees unprecedented multiracial growth, decline in the white population for first time in history",USA TODAY, Lean Left,The United States experienced unprecedented multiracial population growth and a decline in the white population for the first time in the nation’s history...
85,1,Justice Department- Lean Left,"Canada’s Grim Legacy of Cultural Erasure, in Poignant School Photos",New York Times (News), Lean Left,"With the discovery of human remains on the grounds of residential schools, this history is now dominating the conversation in the country.

At times it was..."
85,1,Justice Department- Lean Left,"Hate crimes against Asian Americans: What the numbers show, and don’t",PolitiFact, Lean Left,"As pandemic shutdowns and fear flooded the United States last spring, it brought with it a wave of hate crimes and incidents targeting Asian Americans.

Some..."
86,2,Kamala Harris- Left,What Would It Look Like If We Treated Climate Change as an Actual Emergency?,Current Affairs, Left,"As the dust settles on COP26, the 26th United Nations Climate Change Conference, the results do not look good. Despite a flurry of headline-grabbing pledges,..."
86,2,Kamala Harris- Left,How you could see cleaner air and water with Biden’s new infrastructure law,Vox, Left,President Joe Biden signed into law on Monday a bipartisan infrastructure bill that includes $350 billion to address long-ignored environmental...
86,2,Kamala Harris- Left,What the world did and didn’t accomplish at COP26,Vox, Left,The high-stakes COP26 climate change talks in Glasgow concluded on Saturday evening with the strongest government commitments to fighting climate change in...
86,2,Kamala Harris- Left,COP26 climate deal includes historic reference to fossil fuels but doesn't meet urgency of the crisis,CNN (Online News), Left,Nearly 200 nations reached a climate agreement on Saturday at COP26 with an unprecedented reference to the role of fossil fuels in the climate crisis...
86,2,Kamala Harris- Left,"Leaders at COP26 Are 'Massively Killing the Paris Agreement,' Critics Say as Talks Drag On Past Deadline",Common Dreams, Left,"After nearly two weeks of negotiations, the United Nations Climate Change Conference in Glasgow, Scotland was expected to extend into the weekend Friday as..."
87,1,Labor- Lean Left,Pentagon prepared for ‘mass casualty’ attack at Kabul Airport hours before explosion,Politico, Lean Left,"Just 24 hours before a suicide bomber detonated an explosive outside Hamid Karzai International Airport, senior military leaders gathered for the Pentagon’s..."
87,1,Labor- Lean Left,"After ISIS-K's Kabul Airport Attack, the U.S. Faces a New Terrorist Threat in Afghanistan",Time Magazine, Lean Left,"Just days away from pulling its last troops out of Afghanistan following 20 years of protracted war, the U.S. faces a new terrorist threat: Islamic State-..."
87,1,Labor- Lean Left,US Reprisal Airstrike Killed Two ISIS Militants and Wounded Another,New York Times (News), Lean Left,The Pentagon said that two Islamic State militants were killed and one was wounded in Friday night’s drone strike in Nangahar Province as part of the American...
87,1,Labor- Lean Left,Joe Biden vows retaliation for Kabul airport attack,The Guardian, Lean Left,The pace of evacuation flights out of Kabul accelerated today after a double suicide-bomb attack that killed 13 US troops and 72 Afghans – the deadliest day...
87,2,Labor- Left,An American ISIS Fighter Describes The Caliphate's Final Days — And His Own,The Intercept, Left,"I'd been communicating with Russell Dennison almost daily for more than six months when his messages suddenly stopped coming.

Dennison was a devout..."
88,1,LGBT Rights- Lean Left,Nor'easter spurs rescues in New Jersey as areas brace for hurricane-force wind gusts,NBC News (Online), Lean Left,"On Tuesday morning, 39 million people across the Northeast and New England were under flood alerts, while 9 million people remained under wind alerts...."
88,2,LGBT Rights- Left,Millions across the central US are under threat of severe storms today,CNN (Online News), Left,"A ""potentially significant severe weather event"" is forecast for portions of Oklahoma and Texas on Sunday, meteorologists warn.

A level 4 out of 5 ""moderate..."
88,2,LGBT Rights- Left,"California Pipeline Pulled Like ‘Bowstring,’ Coast Guard Says, As Oil Cleanup Continues",HuffPost, Left,Cleanup crews and environmental authorities are racing to contain the devastation linked to a large oil spill off the Southern California coastline as new...
88,2,LGBT Rights- Left,We can’t just run away from wildfires,Vox, Left,"It has been yet another breathtaking year for disasters. While Hurricane Ida drenched a path from New Orleans to New York, leaving flooding and power..."
88,1,LGBT Rights- Lean Left,Hurricane Sam forecast to rapidly intensify into a Category 4 in the Atlantic,CBS News (Online), Lean Left,"The hyperactive hurricane season of 2021 continues with Hurricane Sam, which is expected to rapidly intensify into a Category 4 hurricane in just two days. Sam..."
89,1,Marijuana Legalization- Lean Left,Why the Fed’s only Democrat could unseat the current chair,Washington Post, Lean Left,"Nearing a decision on who should lead the Federal Reserve, President Biden brought two contenders into the White House last week: the..."
89,1,Marijuana Legalization- Lean Left,The Fed is ready to rein in its aid. Market tremors are already emerging.,Politico, Lean Left,"For the Federal Reserve, this could be a year of living dangerously.

The central bank is expected to announce this week plans to begin withdrawing its..."
89,2,Marijuana Legalization- Left,We Need to Tax the Billionaires Right Now,Common Dreams, Left,"Just over the past week, a billionaire wealth tax proposal has suddenly moved from the edge to the very center of the negotiating table for President Biden’s..."
89,2,Marijuana Legalization- Left,Deficit shrinks in the first year of Joe Biden's presidency,MSNBC, Left,"When it comes to the deficit, Americans have endured a remarkably consistent pattern for four decades.

It starts with a Republican presidential candidate..."
89,1,Marijuana Legalization- Lean Left,Democrats to scale back Treasury’s IRS bank reporting plan amid GOP uproar,Washington Post, Lean Left,Senate Democrats on Tuesday will unveil a scaled-back version of a Biden administration proposal to crack down on wealthy tax cheats after...
90,1,Media Bias- Lean Left,California sets gas price record for second day running,CNN Business, Lean Left,"California gas prices hit $4.682 per gallon on Monday, setting a new record for the state for a second day in a row, according to the American Automobile..."
90,1,Media Bias- Lean Left,The infrastructure package puts $66 billion into rail. It could power the biggest expansion in Amtrak’s 50-year history.,Washington Post, Lean Left,The $1.2 trillion bipartisan infrastructure bill that passed the House on Friday is expected to spur the largest expansion in Amtrak’s history while kick-...
90,1,Media Bias- Lean Left,U.S. lifts travel ban on 33 countries as Europe cases surge,Washington Post, Lean Left,As the United States reopens its international borders Monday to travelers from 33 countries who have proof of vaccination and a recent negative ...
90,1,Media Bias- Lean Left,Toyota bZ4X electric vehicle to arrive in 2022: Toyota's first EV makes debut,USA TODAY, Lean Left,"Toyota has dominated hybrids with the Prius and other vehicles for more than a decade, but the automaker has been reluctant to embrace electric vehicles...."
90,1,Media Bias- Lean Left,Biden’s vaccine mandate has cargo giants in a pre-holiday panic,Politico, Lean Left,"A trade group for air cargo giants like UPS and FedEx is sounding the alarm over an impending Dec. 8 vaccine deadline imposed by President Joe Biden,..."
91,1,Media Industry- Lean Left,Pfizer Will Allow Its Covid Pill to Be Made and Sold Cheaply in Poor Countries,New York Times (News), Lean Left,Pfizer announced a deal on Tuesday to allow its promising Covid-19 treatment to be made and sold inexpensively in 95 poorer nations that are home to more than...
91,2,Media Industry- Left,Violence erupts on Poland-Belarus border as Polish guards fire water cannon on migrants throwing rocks,CNN (Online News), Left,"Violence erupted at the Poland-Belarus border on Tuesday, as migrants desperate to cross into the European Union threw stones at Polish..."
91,2,Media Industry- Left,"'Healthy debate,' but no breakthroughs in Biden's critical talks with China's Xi Jinping",CNN (Online News), Left,"When Chinese President Xi Jinping beamed into the White House on Monday evening for a virtual summit with President Joe Biden, the two..."
91,2,Media Industry- Left,COP26 climate deal includes historic reference to fossil fuels but doesn't meet urgency of the crisis,CNN (Online News), Left,Nearly 200 nations reached a climate agreement on Saturday at COP26 with an unprecedented reference to the role of fossil fuels in the climate crisis...
91,2,Media Industry- Left,"Leaders at COP26 Are 'Massively Killing the Paris Agreement,' Critics Say as Talks Drag On Past Deadline",Common Dreams, Left,"After nearly two weeks of negotiations, the United Nations Climate Change Conference in Glasgow, Scotland was expected to extend into the weekend Friday as..."
92,1,Mexico- Lean Left,It Doesn’t Exclude Women to Acknowledge Everyone Who Can Get Pregnant,FAIR, Lean Left,"To say that abortion bans, like those recently passed in Texas, are part of a war on women is true. But to say they are a war on women alone is to erase the..."
92,1,Mexico- Lean Left,‘Catastrophic implications’: UN health expert condemns US over threat to abortion rights,The Guardian, Lean Left,The United Nations special rapporteur on the right to health has called on the US supreme court to uphold the right to abortion in America or risk...
92,1,Mexico- Lean Left,Supreme Court hears arguments on restrictive Texas abortion law,NBC News (Online), Lean Left,The Supreme Court on Monday is taking up two challenges to the nation's most restrictive abortion law: the Texas measure that has all but stopped...
92,1,Mexico- Lean Left,NAACP urges pro athletes not to sign with teams in Texas over abortion and voting laws,CBS News (Online), Lean Left,The NAACP is calling on professional athletes to reconsider signing with professional sports teams in Texas to protest the state's controversial voting and...
92,1,Mexico- Lean Left,Supreme Court won’t block Texas abortion law but grants expedited review for Nov. 1,Washington Post, Lean Left,"The Supreme Court on Friday said it will consider legal arguments over the Texas abortion law that is the nation’s most restrictive on Nov. 1, and that the law..."
93,1,Middle East- Lean Left,"North Korea, South Korea trade ballistic missile tests amid stalled U.S. nuclear talks",NBC News (Online), Lean Left,North Korea fired two ballistic missiles off its east coast Wednesday and South Korea said hours later that it had carried out a successful test of a...
93,1,Middle East- Lean Left,Kim Jong Un and North Korea make a splash for Biden with ballistic missiles,NBC News (Online), Lean Left,"If North Korea wanted to get America's attention, it seems to have worked.

This week Kim Jong Un's regime fired two ballistic missiles into the Sea of Japan..."
93,1,Middle East- Lean Left,North Korea launches projectiles into Sea of Japan,ABC News (Online), Lean Left,"North Korea has launched a pair of projectiles for the second time in a week.

The launch was confirmed to ABC News by the South Korean joint chiefs of staff..."
93,2,Middle East- Left,North Korea breaks silence to warn US against 'causing a stink',CNN (Online News), Left,"Kim Yo Jong, the sister of North Korea's leader, warned the Biden administration against ""causing a stink at its first step"" on Monday, hours after the White..."
93,1,Middle East- Lean Left," North Korea's Kim Jong Un calls emergency meeting after first suspected coronavirus case, state media reports",NBC News (Online), Lean Left,"North Korea's leader, Kim Jong Un, called an emergency meeting after imposing total lockdown measures on the city of Kaesong when a person there was found with..."
94,2,National Defense- Left,No One Is Prepared for the New Gerrymanders,Slate, Left,"Toward the end of the last decade, in Rucho v. Common Cause, the Supreme Court’s Republican-appointed justices effectively abolished constitutional limits..."
94,1,National Defense- Lean Left,Supreme Court weighs case involving FBI surveillance of Muslim community in California,CBS News (Online), Lean Left,"The Supreme Court on Monday grappled with whether to allow a case brought by three Muslim men against the FBI to proceed, with the men arguing the..."
94,2,National Defense- Left,The NRA had a very good day in the Supreme Court,Vox, Left,"The biggest surprise in Wednesday morning’s arguments in New York State Rifle & Pistol Association Inc. (NYSRPA) v. Bruen, a major Second Amendment..."
94,1,National Defense- Lean Left,Majority of Supreme Court appears to think N.Y. gun law is too restrictive,Washington Post, Lean Left,A majority of Supreme Court justices indicated Wednesday that they believe Americans generally have a right to carry a handgun outside the home for self-...
94,1,National Defense- Lean Left,Supreme Court to hear biggest gun rights case in more than a decade,NBC News (Online), Lean Left,"The Supreme Court takes up the most important gun rights case in more than a decade Wednesday, one that both sides hope will clarify how..."
95,1,National Security- Lean Left,Why are conservatives throwing a tantrum about anti-racism? The George Floyd protests.,The Week - Opinion, Lean Left,"Many school districts across the country are in the grips of a full-blown moral panic, supposedly over something called ""critical race theory"" (CRT). Fox News..."
95,1,National Security- Lean Left,Why Police Have Been Quitting in Droves in the Last Year,New York Times (News), Lean Left,"As protests surged across the country last year over the death of George Floyd at the hands of the Minneapolis police, Officer Lindsay C. Rose in Asheville, N...."
95,2,National Security- Left,A Man Has Been Charged With Murder After Driving Through Protesters In Minneapolis,BuzzFeed News, Left,"A Minnesota man has been charged with intentional second-degree murder after driving while drunk into a group of people protesting police brutality, according..."
95,2,National Security- Left,How the George Floyd Uprising Was Framed for White Eyes,Mother Jones, Left,"In 1963, Walter Gadsden, 15 years old, was attacked by a police dog during a protest on the streets of Birmingham, Alabama. The moment was captured by..."
